headings,label
 ଏନ୍‌ଏସ୍‌ଏସ୍‌କୁ ସୁଦୃଢ଼ କରିବାକୁ ପ୍ରୟାସ : ବଢ଼ିବ ସାମାଜିକ ସେବା ଫି’ ,state
 ଛତିଶା ନିଯୋଗ ବୈଠକରେ ନିଷ୍ପତ୍ତି: ବାହୁଡ଼ା ଯାତ୍ରା ପୂର୍ବରୁ ସେବାୟତଙ୍କ ୨ ଥର କୋଭିଡ଼ ନମୁନା ପରୀକ୍ଷା ,state
" ଗ୍ରୀଷ୍ମରେ ନଦୀ ଗାଧୁଆ ହେଲା କାଳ: ଦୁଇ ସାଙ୍ଗକୁ ଖାଇଲା ନଈ, ଫେରିଲେ ତିନି ",state
 କେନ୍ଦୁଝର : ଗୋଦାମରେ ପଶୁନି ଚାଉଳ! ଗାଡ଼ିରୁ ଗାଡ଼ିକୁ ଚାଉଳ ଉଠାଇ ପଞ୍ଚାୟତକୁ ଯାଉଛି ,state
 ଆରମ୍ଭ ହେଲା ‘ମୋ ପରିବାର’ ସ୍ବତନ୍ତ୍ର କାର୍ଯ୍ୟକ୍ରମ ,state
" ନାବାଳିକା ଭଉଣୀକୁ ଦୁଷ୍କର୍ମ ମାମଲା : ସଂପର୍କୀୟ ଭାଇକୁ ୧୦ ବର୍ଷ ଜେଲ୍‌, ଲକ୍ଷେ ଜରିମାନା ",state
 ଦୁଇ ବୀର ଓଡ଼ିଆ ଯବାନ ସହିଦ : ଚନ୍ଦ୍ରକାନ୍ତ ଓ ନନ୍ଦୁରାମଙ୍କୁ ଝୁରୁଛି ଜନ୍ମମାଟି ,state
 ଭୁବନେଶ୍ବର ଏମ୍ସରେ କରୋନା ଆକ୍ରାନ୍ତଙ୍କୁ ନେଇ ବିବାଦ : ବରିଷ୍ଠ ଡାକ୍ତରଙ୍କ ବେପରୁଆ ଆଚରଣ ନେଇ କ୍ଷୋଭ ପ୍ରକାଶ କଲା… ,state
 ବାତ୍ୟା ‘ଅମ୍ଫାନ’ ଯୋଗୁଁ ରାଜ୍ୟର ୩୪ ଲକ୍ଷ ବିଦ୍ୟୁତ୍‌ ଉପଭୋକ୍ତା ପ୍ରଭାବିତ ,state
 ଜୁଲାଇ ଯାଏ ବେସିକ୍‌ ସାଇନ୍ସ ପରୀକ୍ଷା ସ୍ଥଗିତ ,state
" ଗଞ୍ଜାମ ଜିଲ୍ଲାର ଋଷିକୁଲ୍ୟା ମୁହାଣରେ ବିରଳ ଦୃଶ୍ୟ : ଦିନରେ ଅଣ୍ଡା ଦେଉଛନ୍ତି ଅଲିଭ୍ ରିଡ଼୍‌ଲେ, ଦୁଇଦିନରେ ୯୯ହଜାର ୭୭… ",state
" ପାଟଣାଗଡ଼ ପାର୍ସଲ ବୋମା ବିସ୍ଫୋରଣ ମାମଲା: ଜାମିନ ଅବଧି ସରିଲା, ଜେଲ୍‌କୁ ଫେରିଲେ ପୁଞ୍ଜିଲାଲ ",state
" ଅପନ୍ତରା ଗାଁ’ର ‘କନ୍ୟା ରତନ’ : ଯେଉଁଠି ଶିକ୍ଷକ ଅମଙ୍ଗ, ସେଠି ପଢ଼ାଉଛନ୍ତି ପାଠ ",state
 ପିଇଓ ସ୍ମିତାରାଣୀ ବିଶ୍ବାଳ ମୃତ୍ୟୁ ମାମଲା : ହାଇକୋର୍ଟରୁ ଜାମିନ ଆବେଦନ ପ୍ରତ୍ୟାହାର କଲେ ରୂପେଶ ଭଦ୍ର ,state
 ରାଜ୍ୟର ପ୍ରଥମ କ‌ାଡାଭେରିକ କିଡ୍‌ନି ପ୍ରତିରୋପଣ : ଡାକ୍ତରୀଦଳକୁ ଧନ୍ୟବାଦ ଜଣାଇଲେ ମୁଖ୍ୟମନ୍ତ୍ରୀ ,state
 ଖଡିଆଳରେ କେନ୍ଦ୍ର ମନ୍ତ୍ରୀ ପ୍ରତାପ ଚନ୍ଦ୍ର ଷଡଙ୍ଗୀ ,state
 ଜୋତା ପିନ୍ଧା ବିବାଦରେ ପରିବହନ ମନ୍ତ୍ରୀ ପଦ୍ମନାଭ ବେହେରା ,state
" ନୟାଗଡ଼ ଚିନିକଳ ପାଇଁ ପଦଯାତ୍ରା ୩୦ରେ, ପଦଯାତ୍ରାରେ ସାମିଲ ହେବେ ସ୍ଥାନୀୟ ଅଞ୍ଚଳର ହଜାର ହଜାର ଆଖୁଚାଷୀ ",state
" ଶେଷ ରାସ୍ତା ବାଛିନେଲେ ପ୍ରେମୀଯୁଗଳ, ଝାଉଁ ଜଙ୍ଗଲରେ ଓଢ଼ଣୀରେ ଝୁଲିପଡ଼ିଲେ ",state
" ଗାଁ-ଗାଁରେ ବାରିକେଡ, ପ୍ରବେଶ ପଥରେ ସାବୁନ ଓ ପାଣି, ଏମିତି ଚାଲିଛି କରୋନା ମୁକାବିଲା ",state
 ଅନୁଗୁଳ : ଡାକ୍ତର କରୋନା ଆକ୍ରାନ୍ତ ,state
" କରୋନା ମାଡ଼ରେ ଡ଼ହଳବିକଳ, ପଞ୍ଚାୟତକୁ ଚାଉଳ ନେବାକୁ ଆସି ବୃଦ୍ଧଙ୍କ ଗଲା ଜୀବନ ",state
 କାଳବୈଶାଖୀ ସମ୍ଭାବନା: ରାଜ୍ୟର ୧୭ ଜିଲ୍ଲା ପାଇଁ ଅରେଞ୍ଜଓ୍ଵାର୍ଣ୍ଣିଂ ଜାରି ,state
 କରୋନାକୁ ନେଇ ଏପ୍ରିଲ ୧୫ ପର୍ଯ୍ୟନ୍ତ ହାଇକୋର୍ଟଙ୍କ କଟକଣା ,state
 ବଢ଼ିଲା କରୋନା ସତର୍କତା : ବୟସ୍କଙ୍କ ସ୍ବାସ୍ଥ୍ୟ ସେବା ଉପରେ ଗୁରୁତ୍ୱ ,state
" ୩୦ରେ ସରିବ ବିଧାନସଭା, କରୋନା ପାଇଁ ଅବଧିକୁ କାଣ୍ଟ୍‌ଛାଣ୍ଟ୍‌ କଲେ ବାଚସ୍ପତି ",state
 ୧୦ରେ ରାଜ୍ୟର ୬ ଜିଲ୍ଲାରେ ହେବ ପ୍ରବଳରୁ ଅତିପ୍ରବଳ ବର୍ଷା ,state
" କରୋନା ପଜିଟିଭ୍ ଚିହ୍ନଟ ପରେ କଳାହାଣ୍ଡି ଜିଲ୍ଲା ପ୍ରଶାସନର ପଦକ୍ଷେପ, ଖମାର ହଳଦୀ ପଞ୍ଚାୟତକୁ ସଟଡାଉନ୍ କରାଗଲା ",state
" ବାତ୍ୟା ଅମ୍ଫାନ ବେଳେ ଅଗ୍ନିଶମ ବାହିନୀ ଗାଡ଼ିରେ ପ୍ରସବ କଲେ ମହିଳା, ଉଭୟ ମାଆ ଓ ନବଜାତ ସୁସ୍ଥ ଥିବା ସୂଚନା ",state
" ଓଡ଼ିଶାରେ ଆଉ ୪ କରୋନା ପଜିଟିଭ ଚିହ୍ନଟ, ୮୭ରେ ପହଞ୍ଚିଲା ଆକ୍ରାନ୍ତଙ୍କ ସଂଖ୍ୟା ",state
" ଏବେ ସୀମା ସୁରକ୍ଷା କଡ଼ାକଡ଼ି, ପଶ୍ଚିମବଙ୍ଗ ସୀମାରେ ସୁରକ୍ଷା ବ୍ୟବସ୍ଥା ଯାଞ୍ଚ କଲେ ଡିଜି ",state
 ଜୟପୁରସ୍ଥିତ କୋଭିଡ୍ ହସ୍ପିଟାଲ୍ ପରିଦର୍ଶନ କରିଲେ ଦକ୍ଷିଣାଞ୍ଚଳ ରାଜସ୍ୱ କମିସନର୍ ,state
" କରୋନାକୁ ନେଇ ଡରନ୍ତୁ ନାହିଁ କି ଡରାନ୍ତୁ ନାହିଁ; ଜାଣନ୍ତୁ, କ’ଣ କରିବେ ବା ନକରିବେ ",state
 କରୋନା ଚିନ୍ତା : ବିଦେଶରୁ ଫେରି ଲୁଚିଲେ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ,state
 ନିଶାସକ୍ତ ବଡ଼ପୁଅର ଅତ୍ୟାଚାରରେ ଅତିଷ୍ଠ ହୋଇ ହତ୍ୟାକରି ପୋତି ଦେଇଥିଲେ ବାପା ଓ ସାନପୁଅ ,state
" ରାଜ୍ୟରେ ମାଡ଼ି ଚାଲିଛି ବ୍ରାଉନସୁଗାରର ଚେର : ବଦଳୁଛି‌ ଠିକଣା, ମୂଳପୋଛ ହେଉନି ",state
 ଆଇଏଏସ୍‌ସ୍ତରରେ ଅଦଳବଦଳ: ୫ ଆଇଏଏସ୍‌ ହେଲେ ଉପଜିଲ୍ଲାପାଳ ,state
 ବାତ୍ୟା ପାଇଁ ଶକ୍ତି ବିଭାଗର ପ୍ରସ୍ତୁତି ,state
 ଟ୍ରେନ୍‌ ସେବା ଆରମ୍ଭ ନେଇ ପ୍ରକାଶିତ ଖବର ମିଥ୍ୟା: ରେଳ ମନ୍ତ୍ରାଳୟ ,state
 ବାଙ୍କୀ ଡବଲ୍‌ ମର୍ଡର ଘଟଣା : ମୃତକଙ୍କ ପରିବାର ଲୋକଙ୍କୁ ଭେଟି ସମବେଦନା ଜଣାଇଲେ ନିରଞ୍ଜନ ,state
" ୧୯ରେ ଲଘୁଚାପ ଆଶଙ୍କା, ବର୍ଷା ଜାରି ରହିବ ",state
" ନାଚ୍ ଅନୁଷ୍ଠାନ ଆରମ୍ଭ କଲା ଅନଲାଇନ କ୍ୟାମ୍ପ୍, ଅନଲାଇନରେ ଯୋଗ, ଶ୍ଳୋକ ଉଚ୍ଚାରଣ ଓ ଅଭିନୟ ଶିକ୍ଷା ",state
 ସମ୍ଭାବ୍ୟ ବାତ୍ୟା ପାଇଁ ବଦଳିଲା ସ୍ବତନ୍ତ୍ର ଟ୍ରେନ୍‌ର ରାସ୍ତା ,state
 କଅଁଳ ବୟସ ଉପରେ ପରିବାରର ବୋଝ : କାଠ ବିକ୍ରି ଓ ଖଲି ସିଲାଇ କଲେ ଚୁଲି ଜଳେ ,state
 ୟେସ୍ ବ୍ୟାଙ୍କରେ ଠାକୁରଙ୍କ ଟଙ୍କା ଜମା ରଖିବା ଘଟଣାରେ ମୁଖ୍ୟମନ୍ତ୍ରୀଙ୍କୁ ଜବାବ ମାଗିଲେ ବିରୋଧୀ ,state
 ପ୍ରବାସୀ ଓଡ଼ିଆଙ୍କୁ ଅଟକାଅ: ହାଇକୋର୍ଟ ,state
 ବାୟୋଟେକ୍ନୋଲୋଜି ନୀତି କାର୍ଯ୍ୟକାରୀ ହେବା ପରେ ପୁଞ୍ଜିନିବେଶ ପ୍ରସ୍ତାବ ଆସି ନାହିଁ ,state
 କରୋନା ଦୁର୍ନୀତି ବିରୋଧରେ ନବନିର୍ମାଣ କୃଷକ ସଂଗଠନର ବିକ୍ଷୋଭ ,state
" ଘରୁ ବାହାରିଲେ ମାସ୍କ ପିନ୍ଧିବା ବାଧ୍ୟ, ୯ ତାରିଖ ସକାଳ ୭ଟାରୁ କଡ଼ାକଡ଼ି ",state
" ଶ୍ରୀରାମ ନବମୀ ପାଳନ ନ କରିବା ନିର୍ଦେଶ ଅବମାନନା କରି ୭ ଗିରଫ, ଗାଁରେ ୧୪୪ ଧାରା ଲାଗୁ ",state
 ଆସନ୍ତା ୨୪ଘଣ୍ଟା ମଧ୍ୟରେ ବଜ୍ରପାତ ଓ କୁଆପଥର ମାଡ଼ ଆଶଙ୍କା ନେଇ ଏସବୁ ଜିଲ୍ଲାକୁ ଅରେଞ୍ଜ ଓ୍ଵାର୍ଣ୍ଣିଂ ଜାରି ,state
 ସତ୍ୟ ଓ ତଥ୍ୟ ପ୍ରତି ସାମ୍ବାଦିକଙ୍କର ଆନୁଗତ୍ୟ ରହିବା ଉଚିତ: ତନୟା ,state
 ଚାଷୀ ପରିବାରର ମହାନତା: ନଷ୍ଟ ନ କରି ବାଣ୍ଟିଦେଲେ ପନିପରିବା ଓ କ୍ଷୀର ,state
 ବୁଗୁଡ଼ା : ସଙ୍ଗରୋଧ କେନ୍ଦ୍ରକୁ ମଦ ଚାଲାଣ ନେଇ ଉତ୍ତେଜନା ,state
 ୧୯ ତାରିଖରେ ବଙ୍ଗୋପସାଗରରେ ସୃଷ୍ଟି ହେବ ଲଘୁଚାପ; ୨୧ ତାରିଖ ପର୍ଯ୍ୟନ୍ତ ରାଜ୍ୟରେ ମଧ୍ୟମରୁ ପ୍ରବଳ ବର୍ଷା ସମ୍ଭାବନା ,state
 ବିଶ୍ରାରେ ଆଉ ୪୮ ଘଣ୍ଟା ପାଇଁ କଣ୍ଟେନମେଣ୍ଟ ଅବଧିକୁ ବୃଦ୍ଧି କଲେ ସୁନ୍ଦରଗଡ଼ ଜିଲ୍ଲାପାଳ ,state
 ଅତ୍ୟାବଶ୍ୟକ ସାମଗ୍ରୀ ପରିବ‌ହନ ପାଇଁ ଗଡ଼ିବ ସ୍ବତନ୍ତ୍ର ପାର୍ସଲ ଟ୍ରେନ୍‌ ,state
" ୨୫ରେ ହୀରାକୁଦରୁ ବନ୍ୟାଜଳ ନିଷ୍କାସନ, ୧୬ ବର୍ଷ ପରେ ଜୁନ୍‌ ମାସରେ ଖୋଲିବ ଗେଟ୍‌ ",state
 ପ୍ରାର୍ଥନା ସଭାରେ ଛାତ୍ର ଆଣ୍ଠେଇବାକୁ ନେଇ ମାମଲା : ମାନସିକ ଆଘାତ ଦିଆଯାଇଥିବା ଅଭିଭାବକଙ୍କ ଅଭିଯୋଗ ,state
" ସରପଞ୍ଚମାନଙ୍କୁ ପରାମର୍ଶ ଦେଲେ ୫-ଟି ସଚିବ, କ’ଣ କହିଲେ ଜାଣନ୍ତୁ ",state
" ଭଦ୍ରକରୁ ୮ଲକ୍ଷ ଟଙ୍କାର ବ୍ରାଉନସୁଗାର ଜବତ, ୨ ଗିରଫ ",state
 କଟକସ୍ଥିତ ସରକାରଙ୍କ ଅଶ୍ବିନୀ କୋଭିଡ୍ ହସ୍ପିଟାଲରେ ୬ ଆକ୍ରାନ୍ତଙ୍କ ଚିକିତ୍ସା ଚାଲିଛି ,state
 ରାଜ୍ୟରେ ଲକ୍‌ଡାଉନ୍‌ ଓ କରୋନା ନିୟମକୁ ଉଲ୍ଲଂଘନ କରୁଥିବା ବ୍ୟକ୍ତିଙ୍କ ବିରୋଧରେ ହେବ କଠୋର କାର୍ଯ୍ୟାନୁଷ୍ଠାନ:… ,state
 ସ୍ବାଧୀନତା ସଂଗ୍ରାମୀ ଭବାନୀ ପଟ୍ଟନାୟକଙ୍କ ଚିକିତ୍ସା ଜାରି ,state
 ଅବହେଳାରୁ ବିଚ୍ଛିନ୍ନ ହେବାର ସ୍ୱର : ନୂଆ ଜିଲ୍ଲା ପାଇଁ ଯାଜପୁରରେ ଆନ୍ଦୋଳନ ଦାନା ବାନ୍ଧୁଛି ,state
 ଗଞ୍ଜାମରେ ମୃତ୍ୟୁ ପଛର କାରଣ କ’ଣ? ,state
 ବଙ୍ଗୋପସାଗରରେ ଲଘୁଚାପ : ଚାଷୀଙ୍କ ପାଇଁ ଜାରି ହେଲା ପରାମର୍ଶ ,state
 ମଣିପୁରରୁ ସ୍ୱତନ୍ତ୍ର ବିମାନରେ ଭୁବନେଶ୍ୱରରେ ଆସି ପହଞ୍ଚିଲେ ୧୩୮ ପ୍ରବାସୀ ଓଡ଼ିଆ ,state
 ୬ ଜିଲ୍ଲାକୁ ଛାଡ଼ି ଓଡ଼ିଶାର ବାକି ଅଞ୍ଚଳକୁ ସ୍ପର୍ଶ କଲା ମୌସୁମୀ ,state
" ଦେବଗଡ଼ ଜିଲ୍ଲାରେ ପ୍ରଥମ କରୋନା ପଜିଟିଭ୍ ଚିହ୍ନଟ ହେବା ପରେ, ୭ଗାଁକୁ କଣ୍ଟେନମେଣ୍ଟ ଅଞ୍ଚଳ ଘୋଷଣା କଲା ପ୍ରଶାସନ ",state
 ଇଂଲଣ୍ଡ ଓ ଶ୍ରୀଲଙ୍କାରେ ଫସିରହିଥିବା ଓଡ଼ିଆଙ୍କୁ ଫେରାଇଆଣିବାକୁ କେନ୍ଦ୍ର ବିଦେଶ ମନ୍ତ୍ରୀଙ୍କୁ ଚିଠି ଲେଖିଲେ… ,state
" ଉତ୍ତର ଓଡ଼ିଶାରେ କାଳବୈଶାଖୀର ତାଣ୍ଡବ : ମୋବାଇଲ ଟାୱାର ଭାଙ୍ଗିଲା, ଗଛ ଭାଙ୍ଗିଲା ",state
 ‘ବିଭିନ୍ନ ସ୍କିମ୍‌ରୁ ଲାଭ ଉଠାଇବା ଆବଶ୍ୟକ’ ,state
 ଆଜିଠାରୁ କଟକ-ଭୁବନେଶ୍ବରରେ ସମସ୍ତ କୋଚିଂ ସେଣ୍ଟର ବି ବନ୍ଦ ,state
 ପାଠ ପଢି ପରୀକ୍ଷା ଦେବା ପାଇଁ ବୟସ ପ୍ରତିବନ୍ଧକ ନୁହେଁ : ୫୦ ବର୍ଷ ବୟସରେ ମାଟ୍ରିକ୍ ପରୀକ୍ଷା ଦେଲେ କନ୍ଧମାଳର ଅନିତା ,state
 ତୁମୁଡିବନ୍ଧ ରେ କୁଆପଥର ବର୍ଷା ,state
 ସମଗ୍ର ରାଜ୍ୟରେ କାଳବୈଶାଖୀ ସମ୍ଭାବନା; ୨୨ ଜିଲ୍ଲାକୁ ଅରେଞ୍ଜ ଓ ୫ ଜିଲ୍ଲାକୁ ୟେଲୋ ଓ୍ଵାର୍ଣ୍ଣିଂ ଜାରି ,state
" କରୋନା ସହ କାଳବୈଶାଖୀ ନଷ୍ଟ ହେଲାଣି କେନ୍ଦୁପତ୍ର : ଜୀବିକା ହରାଇବେ ୬୪ହଜାର ତୋଳାଳି, ରାସ୍ତାରେ ପତ୍ର ଢାଳି… ",state
 ସୁକଲତର୍ମା ଜଂଗଲରେ ପୁଲିସ୍‌-ମାଓବାଦୀ ଗୁଳି ବିନିମୟ ,state
" ମା’ ଝିଅ ହତ୍ୟା ମାମଲା : ଅନୁପଙ୍କ ଡ୍ରାଇଭର ବର୍ଦ୍ଧନଙ୍କୁ ଉଠାଇଲା ପୁଲିସ, ଅଜ୍ଞାତ ସ୍ଥାନରେ ରଖି ଜେରା ",state
 କରୋନା ନୁହେଁ ଅନାହାରରେ ଆଖି ବୁଜିଲେ ଲୋଧା ସମ୍ପ୍ରଦାୟର ବୃଦ୍ଧା ,state
 ବସ୍‌ ଯାତ୍ରୀଙ୍କ ପାଇଁ ଖୁସି ଖବର : ଆସନ୍ତାକାଲିଠାରୁ ରାଜଧାନୀର ଏହି ରୁଟ୍‌ରେ ପ୍ରତି ଅଧଘଣ୍ଟାକୁ ଥରେ ମିଳିବ ‘ମୋ… ,state
 ୪୮ ଲକ୍ଷ ହିତାଧିକାରୀଙ୍କୁ ମିଳିବ ୪ ମାସର ଆଗୁଆ ଭତ୍ତା ,state
" ତାଲାବନ୍ଦ ବେଳେ ଖୋଲା ରହିବ ଜରୁରୀକାଳିନ ସେବା, ବାଦ ପଡିବ ମେଡିକାଲକୁ ଯିବା ଆସିବା କରୁଥିବା ଗାଡି ",state
 ରାଜନୈତିକ ଦଳ ଉପରେ କରୋନା ପ୍ରଭାବ : ଅନ୍‌ଲାଇନରେ ହେଲା ବିଜେପି ଜିଲ୍ଲା ବୈଠକ ,state
" କେନ୍ଦ୍ରାପଡ଼ାରେ ବିହନ ଅଭାବ : ଦରକାର ୧୯ହଜାର; ଆସିଛି ୫ହଜାର କୁଇଣ୍ଟାଲ୍‌, ମୁଣ୍ତରେ ହାତ ଦେଇ ବସିଛି ଚାଷୀ ",state
 କରୋନା ସଂକ୍ରମଣ ରୋକିବା ପାଇଁ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଆରମ୍ଭ କରିଲା କମିସନରେଟ ପୁଲିସ ,state
" ନିର୍ବାହୀ ଯନ୍ତ୍ରୀଙ୍କ କାର୍ଯ୍ୟାଳୟରେ ସ୍ଥାପନ କରାଯିବ ନିରାପତ୍ତା ସୂଚନା, ବିଦ୍ୟୁତ ଦୁର୍ଘଟଣା ଅନୁସାରେ କିଏ ଦାୟୀ… ",state
 ଧର୍ମଗଡ଼ ଉପଖଣ୍ଡ ଡାକ୍ତରଖାନା ପରିସରରେ ରକ୍ତ ବେପାର କରୁଥିବା ୭ ଦଲାଲଙ୍କୁ ଗିରଫ କରିଲା ପୁଲିସ୍ ,state
 କରୋନା ନେଲା ଆଉ ‌ଏକ ଜୀବନ ,state
 ଦୁଇଟି ଟ୍ରେନ୍ ଯୋଗେ ଜଗନ୍ନାଥପୁର ରେଳ ଷ୍ଟେସନରେ ପହଞ୍ଚିଲେ ୨୩୮୧ଜଣ ପ୍ରବାସୀ ଓଡ଼ିଆ ,state
 ଆସନ୍ତା ୧୫ ଦିନ ପର୍ଯ୍ୟନ୍ତ ସହରାଞ୍ଚଳକୁ ନ ଆସିବା ପାଇଁ ଅନୁରୋଧ କଲେ ଗଞ୍ଜାମ ଜିଲ୍ଲାପାଳ ,state
 କରୋନା ପାଇଁ ନିର୍ଦ୍ଧାରିତ ଗାଇଡଲାଇନ ମାନିବାକୁ ବେସରକାରୀ ହସ୍ପିଟାଲ ବାଧ୍ୟ: ସ୍ୱାସ୍ଥ୍ୟ ସଚିବ ,state
" କେନ୍ଦ୍ରୀୟ ବଜେଟ ୨୦୨୦ : ଜନକଲ୍ୟାଣକାରୀ ନୁହେଁ, ପ୍ରଦର୍ଶନ ଗୁରୁତ୍ବପୂର୍ଣ୍ଣ: ରାମ ମାଧବ ",state
 ରଘୁବାରିରେ ମାଓ ପୋଷ୍ଟର୍ : ପୁଲିସ୍ ଇନଫର୍ମରଙ୍କୁ ମୃତ୍ୟୁଦଣ୍ଡ ଚେତବାନୀ ,state
 ଟ୍ୱିଟରରେ ତଥ୍ୟ ଅପଡେଟ କରିବାକୁ ୫ ତହସିଲଦାରଙ୍କୁ ତାଗିଦ କଲେ ଜିଲ୍ଲାପାଳ ,state
 ଭୁବନେଶ୍ୱରରେ ଲକଡାଉନ କଟକଣା ବଳବତ୍ତର ରହିବ: ବିଏମ୍‌ସି ,state
 ଗଠନ ହେଲା ଷ୍ଟିଲାଇଟ୍‌ସ ୱେଲଫେୟାର ସୋସାଇଟି ,state
 ନିଆଳି ତହସିଲ ଅଫିସ୍‌ରେ ନିଆଁ : ପୋଡିଗଲା ବହୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ କାଗଜପତ୍ର ସହ କମ୍ପ୍ୟୁଟର ,state
" ଆଇଏଏସ୍‌ ସ୍ତରରେ ଅଦଳବଦଳ : ସଚିନ୍‌ ରାମଚନ୍ଦ୍ର ପର୍ଯ୍ୟଟନ ନିର୍ଦ୍ଦେଶକ, ଗୁହା ପୁନମ୍‌ଙ୍କ ବଦଳି ଆଦେଶ ବଦଳିଲା ",state
 ଗାଁକୁ ଫେରିଥିବା ୬୭ ଲକ୍ଷ ପ୍ରବାସୀ ଶ୍ରମିକଙ୍କ ପାଇଁ ମୋଦୀ ସରକାରଙ୍କ ବଡ଼ ଯୋଜନା ,state
 ଫୁଲବାଣୀ : ନିଖୋଜ ବ୍ୟକ୍ତିଙ୍କ ମୃତ ଦେହ ନଦୀରୁ ଉଦ୍ଧାର ,state
" ନକଲି ବିଦେଶୀ ମଦ କାରଖାନା ଠାବ: ଅଭିଯୁକ୍ତ ସ୍ତ୍ରୀ ଗିରଫ, ସ୍ୱାମୀ ଫେରାର ",state
 ସିଟି ହସ୍ପିଟାଲ ଦାବିରେ ବରଗଡ଼ରେ ଜୋର ଧରିଲା ଆନ୍ଦୋଳନ ,state
 ୬ଜଣ ହାତୀ ଶିକାରୀଙ୍କୁ ଗିରଫ କଲା ବନବିଭାଗ ,state
 ୧୧ ଜିଲ୍ଲାରେ ଜୁନ ମାସ ଶନିବାର ବନ୍ଦ ରହିବ ନିମ୍ନ ଅଦାଲତ ,state
" ୯ରୁ ରାଜ୍ୟରେ ବଢ଼ିବ ତାତି, ସପ୍ତାହେ ଯାଏ ମେଘୁଆ ପାଗ, ୫ରୁ କେତେକ ସ୍ଥାନରେ ହାଲୁକା ବର୍ଷା ",state
 ଆଜି ୪ଟି ସ୍ଥାନରେ ୪୦ ଡିଗ୍ରି ଟପିଲା ପାରଦ ,state
 ଚୌଦ୍ବାର ଜେଲ୍‌ରେ କଏଦୀଙ୍କ ପାଇଁ ୫୦୦ ମାସ୍କ : ଷଷ୍ଠ ବାଟାଲିୟନ୍‌ରେ ବି କରୋନା ଭୟ ,state
 ମୟୂରଭଞ୍ଜ ଜିଲ୍ଲା ରାଇରଙ୍ଗପୁର ଓ ଭଦ୍ରକ ଜିଲ୍ଲା ଧାମନଗରରେ ସାଢେ ୧୧ ଲକ୍ଷ ଲୁଟିଲେ ଦୁର୍ବୃତ୍ତ ,state
" ଏସ୍‌ସିବିରେ ଡାକ୍ତର, ଆଟେଣ୍ଡାଣ୍ଟ କରୋନା ପଜିଟିଭ୍‌ ",state
" ସଙ୍ଗରୋଧ କେନ୍ଦ୍ରରେ ମୃତ୍ୟୁ ଘଟଣା : ଶବ ସଂରକ୍ଷିତ, ରିପୋର୍ଟକୁ ଅପେକ୍ଷା ",state
 ନୃତତ୍ତ୍ବବିତ୍‌ ଏଲ୍‌ କେ ମହାପାତ୍ରଙ୍କ ପରଲୋକ ,state
 ୨୦ ହଜାର ଟଙ୍କା ଲାଞ୍ଚ ନେଉଥିଲା ବେଳେ ଭିଜିଲାନ୍ସ ହାତରେ ଧରାପଡ଼ିଲେ ମହିଳା ସରପଞ୍ଚ ,state
 ରହସ୍ୟରେ ଜିତେନର ମୃତ୍ୟୁ : ହତ୍ୟା ନା ଦୁର୍ଘଟଣା ,state
 ଅଙ୍ଗଦାନ କରିଥିବା ସୁଚିତ୍ରାଙ୍କ ପରିବାରକୁ ପୁରସ୍କୃତ କରିବେ ମୁଖ୍ୟମନ୍ତ୍ରୀ ,state
 ଝାରସୁଗୁଡ଼ା : ନିଆଁରେ ପୋଡି ବୃଦ୍ଧା ମୃତ ,state
 ଓଡ଼ିଶାରେ କରୋନା ଭୟ : ନଜରରେ ୫୪ଜଣ ,state
 ଆଉ ଜଣେ ସୁପର ସ୍ପ୍ରେଡର : ୯୮ନଂ ଆକ୍ରାନ୍ତ ୧୦ଜଣଙ୍କୁ ସଂକ୍ରମିତ କଲେଣି ,state
 ପ୍ରଧାନମନ୍ତ୍ରୀ ମୋଦୀଙ୍କ ଜାତି ଉଦ୍ଦେଶ୍ୟରେ ଖୋଲା ଚିଠିରେ ଓଡ଼ିଶାକୁ ପ୍ରଶଂସା ,state
" ୪ କରୋନା ଆକ୍ରାନ୍ତ ଚିହ୍ନଟ ପରେ, ରୁମାଗଡ଼କୁ କଣ୍ଟେନମେଣ୍ଟ ଜୋନ୍ ଘୋଷଣା କରିଲା ଜିଲ୍ଲା ପ୍ରଶାସନ ",state
 ଡାକ୍ତରୀ ଛାତ୍ରଙ୍କ ପ୍ରଶିକ୍ଷଣ ପାଇଁ ଶବ ଅଭାବ : ଗୋଟିଏ ଶବକୁ ୮ ବଦଳରେ ଏବେ ୩୧ ଛାତ୍ରଛାତ୍ରୀ ,state
" ସମ୍ବାଦ-ଆମ ଓଡ଼ିଶା ଓ ହିଞ୍ଜିଳିକାଟୁ ପୁଲିସ ସମିତିର ମେଗା ରକ୍ତଦାନ ଶିବିର, ୨୫୫ ୟୁନିଟ୍ ରକ୍ତ ସଂଗ୍ରହ ",state
" ଜଗତସିଂହପୁରରେ ଜାରି ହେଲା ୧୨ ଘଣ୍ଟିଆ କର୍ଫ୍ୟୁ, ସଂଧ୍ୟା ୭ରୁ ସକାଳ ୭ଟା ପର୍ଯ୍ୟନ୍ତ ଜରୁରୀ ସେବା ବ୍ୟତୀତ ଅନ୍ୟ ସବୁ… ",state
